cells,sample_id,group_id
CY88CD45_150813_F03_S351_comb,Mel88,ICB_treated
CY88_5_F12_S744_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb,Mel79,treatment_naive
Cy71_CD45_D04_S520_comb,Mel71,treatment_naive
cy80_CD45_neg_B05_S881_comb,Mel80,treatment_naive
CY89FNAQ2_D04_S424_comb,Mel89,treatment_naive
cy78_CD45_neg_3_B03_S687_comb,Mel78,ICB_treated
cy80_CD45_neg_G02_S458_comb,Mel80,treatment_naive
CY84_PRIM_POS_ALL_7_F02_S254_comb,Mel84,treatment_naive
cy81_Bulk_CD45_neg_G02_S170_comb,Mel81,treatment_naive
CY89FNAQ2_A03_S387_comb,Mel89,treatment_naive
CY88_3_E09_S633_comb,Mel88,ICB_treated
cy78_CD45_neg_2_B11_S599_comb,Mel78,ICB_treated
Cy71_CD45_B04_S496_comb,Mel71,treatment_naive
cy78_CD45_neg_3_A06_S678_comb,Mel78,ICB_treated
CY89CORE11_E07_S151_comb,Mel89,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb,Mel79,treatment_naive
CY89NEG_D04_S40_comb,Mel89,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb,Mel79,treatment_naive
Cy71_CD45_F02_S542_comb,Mel71,treatment_naive
CY88_5_H12_S768_comb,Mel88,ICB_treated
cy79_p3_CD45_neg_PDL1_neg_E11_S251_comb,Mel79,treatment_naive
CY88_5_E01_S721_comb,Mel88,ICB_treated
cy79_p5_CD45_neg_PDL1_pos_B03_S687_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E09_S57_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb,Mel79,treatment_naive
cy82_CD45_neg_1_D01_S229_comb,Mel82,treatment_naive
Cy71_CD45_H12_S672_comb,Mel71,treatment_naive
Cy81_Bulk_CD45_F07_S163_comb,Mel81,treatment_naive
cy82_CD45_neg_3_D03_S807_comb,Mel82,treatment_naive
cy60_1_cd_45_neg_1_D12_S240_comb,Mel60,ICB_treated
CY84_PRIM_POS_ALL_6_H12_S480_comb,Mel84,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_G08_S272_comb,Mel79,treatment_naive
cy78_CD45_neg_1_H12_S576_comb,Mel78,ICB_treated
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb,Mel79,treatment_naive
Cy71_CD45_H03_S663_comb,Mel71,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb,Mel79,treatment_naive
CY88_3_C09_S609_comb,Mel88,ICB_treated
cy78_CD45_neg_2_B07_S595_comb,Mel78,ICB_treated
cy53_1_CD45_neg_G02_S362_comb,Mel53,treatment_naive
CY89FNAQ2_A11_S395_comb,Mel89,treatment_naive
CY89FNAQ2_C12_S420_comb,Mel89,treatment_naive
Cy71_CD45_G01_S553_comb,Mel71,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb,Mel79,treatment_naive
CY88_5_H02_S758_comb,Mel88,ICB_treated
cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb,Mel79,treatment_naive
cy60_1_cd_45_neg_3_H01_S565_comb,Mel60,ICB_treated
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb,Mel79,treatment_naive
CY88_3_C02_S602_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb,Mel79,treatment_naive
CY89CORE11_E02_S146_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb,Mel79,treatment_naive
cy80_CD_90_pos_C07_S895_comb,Mel80,treatment_naive
merck_cd45negcd90neg_PL3_S247,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S270,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S268,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S241,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S195,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S223,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S245,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S227,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S221,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S275,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S232,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S250,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S278,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S238,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S236,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S231,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S197,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S277,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S202,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S204,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S213,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S217,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S287,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S219,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S243,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S214,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S260,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S211,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S276,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S205,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S240,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S248,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S209,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S252,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S198,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S196,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S208,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S230,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S274,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S271,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S255,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S272,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S256,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S253,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S235,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S218,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S193,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S207,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S239,Mel194,ICB_treated
merck_cd45negcd90neg_PL3_S242,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S108,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S164,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S131,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S168,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S127,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S166,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S137,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S157,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S175,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S124,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S107,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S177,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S171,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S133,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S185,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S128,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S140,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S145,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S123,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S190,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S97,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S176,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S188,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S138,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S170,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S132,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S119,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S162,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S142,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S187,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S143,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S172,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S181,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S101,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S103,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S149,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S139,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S165,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S184,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S106,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S158,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S144,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S121,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S173,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S178,Mel194,ICB_treated
Merck_CD45neg_EPCAMpos_pl4_S161,Mel194,ICB_treated
cy102_CD45neg_CD90neg_S94,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S2,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S6,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S221,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S251,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S104,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S27,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S201,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S106,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S206,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S149,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S131,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S82,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S116,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S126,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S33,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S51,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S22,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S169,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S91,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S323,Mel112,treatment_naive
cy103_CD45neg_CD90neg_S108,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S7,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S166,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S164,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S286,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S62,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S208,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S256,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S185,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S93,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S266,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S80,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S340,Mel112,treatment_naive
cy103_CD45neg_CD90neg_S160,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S154,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S75,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S139,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S153,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S249,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S248,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S200,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S55,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S182,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S11,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S241,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S4,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S133,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S229,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S138,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S74,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S73,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S34,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S24,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S161,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S125,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S141,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S238,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S209,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S150,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S20,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S29,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S193,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S35,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S123,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S9,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S173,Mel103,treatment_naive
cy112_CD45neg_CD90neg_S310,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S81,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S198,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S66,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S68,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S43,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S23,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S57,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S172,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S232,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S181,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S250,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S135,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S246,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S216,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S180,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S278,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S122,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S287,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S140,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S30,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S15,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S119,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S218,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S1,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S128,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S64,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S99,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S83,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S194,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S237,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S84,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S40,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S163,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S178,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S130,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S168,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S184,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S100,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S95,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S223,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S189,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S137,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S92,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S341,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S276,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S136,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S53,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S48,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S267,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S49,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S255,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S162,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S54,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S109,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S188,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S145,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S69,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S60,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S254,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S17,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S190,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S58,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S252,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S65,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S13,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S90,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S32,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S19,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S205,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S46,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S61,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S31,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S152,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S118,Mel103,treatment_naive
cy112_CD45neg_CD90neg_S330,Mel112,treatment_naive
cy103_CD45neg_CD90neg_S165,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S213,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S285,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S157,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S36,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S114,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S78,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S291,Mel112,treatment_naive
cy103_CD45neg_CD90neg_S120,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S76,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S159,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S282,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S235,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S203,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S134,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S115,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S88,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S97,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S202,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S197,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S5,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S59,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S77,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S37,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S105,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S151,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S79,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S288,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S143,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S85,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S179,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S86,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S47,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S18,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S271,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S186,Mel103,treatment_naive
cy112_CD45neg_CD90neg_S297,Mel112,treatment_naive
cy112_CD45neg_CD90neg_S348,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S45,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S320,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S42,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S243,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S314,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S89,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S16,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S71,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S226,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S110,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S155,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S225,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S72,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S26,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S50,Mel102,ICB_treated
cy110_CD45neg_CD90neg_S212,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S127,Mel103,treatment_naive
cy102_CD45neg_CD90neg_S14,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S107,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S101,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S183,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S129,Mel103,treatment_naive
cy112_CD45neg_CD90neg_S299,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S21,Mel102,ICB_treated
cy103_CD45neg_CD90neg_S170,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S264,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S156,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S275,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S277,Mel110,ICB_treated
cy102_CD45neg_CD90neg_S67,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S63,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S28,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S358,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S234,Mel110,ICB_treated
cy106_CD45neg_S330,Mel106,ICB_treated
cy106_CD45neg_S293,Mel106,ICB_treated
cy105_CD45neg_S220,Mel105,treatment_naive
cy106_CD45neg_S376,Mel106,ICB_treated
cy106_CD45neg_S370,Mel106,ICB_treated
cy105_CD45neg_S288,Mel105,treatment_naive
cy106_CD45neg_S348,Mel106,ICB_treated
cy105_CD45neg_S236,Mel105,treatment_naive
cy106_CD45neg_S383,Mel106,ICB_treated
cy106_CD45neg_S332,Mel106,ICB_treated
cy106_CD45neg_S335,Mel106,ICB_treated
cy106_CD45neg_S328,Mel106,ICB_treated
cy106_CD45neg_S343,Mel106,ICB_treated
cy106_CD45neg_S317,Mel106,ICB_treated
cy106_CD45neg_S375,Mel106,ICB_treated
cy106_CD45neg_S303,Mel106,ICB_treated
cy106_CD45neg_S315,Mel106,ICB_treated
cy105_CD45neg_S278,Mel105,treatment_naive
cy106_CD45neg_S356,Mel106,ICB_treated
cy106_CD45neg_S296,Mel106,ICB_treated
cy106_CD45neg_S320,Mel106,ICB_treated
cy106_CD45neg_S369,Mel106,ICB_treated
cy106_CD45neg_S380,Mel106,ICB_treated
cy106_CD45neg_S373,Mel106,ICB_treated
cy106_CD45neg_S381,Mel106,ICB_treated
cy106_CD45neg_S377,Mel106,ICB_treated
cy105_CD45neg_S249,Mel105,treatment_naive
cy106_CD45neg_S331,Mel106,ICB_treated
cy106_CD45neg_S304,Mel106,ICB_treated
cy106_CD45neg_S345,Mel106,ICB_treated
cy106_CD45neg_S289,Mel106,ICB_treated
cy105_CD45neg_S215,Mel105,treatment_naive
cy106_CD45neg_S357,Mel106,ICB_treated
cy106_CD45neg_S290,Mel106,ICB_treated
cy98_CD45neg_CD90neg_S44,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S14,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S46,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S32,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S35,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S33,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S96,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S3,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S78,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S70,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S48,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S72,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S56,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S71,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S84,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S30,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S23,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S5,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S6,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S49,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S148,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S74,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S13,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S19,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S31,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S61,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S76,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S80,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S8,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S93,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S15,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S109,Mel105,treatment_naive
