,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_40,excluded_BRCA_47,excluded_BRCA_36,excluded_BRCA_49,excluded_BRCA_1,excluded_BRCA_13,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_18,excluded_BRCA_50,excluded_BRCA_35,excluded_BRCA_51,excluded_BRCA_37,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_27,excluded_BRCA_33,excluded_BRCA_31,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_34,excluded_BRCA_3,excluded_BRCA_29,excluded_BRCA_25
ONCOGENIC_RAF_UP.V1_DN,0.5394399999999999,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAF_UP.V1_UP,0.59122,treatment_naive,False,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.86606,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.64148,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_DN,0.00036,anti_PD1,True,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.99,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_UP,0.22041,anti_PD1,False,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,1.4285714285714286,0.0,1.0,0.0,2.714285714285714,0.0,13.285714285714285,0.0,0.2857142857142857,1.0,0.0,4.428571428571427,0.0,0.2857142857142857,0.0,0.857142857142857,1.1428571428571428,3.8571428571428568,0.0,0.0,4.714285714285714,0.0,0.5714285714285714
ONCOGENIC_RB_P107_DN.V1_DN,0.05462,anti_PD1,False,1.0256410256410258,0.11538461538461538,0.10256410256410256,0.9615384615384616,0.28205128205128205,1.2435897435897436,0.8076923076923077,0.2948717948717949,0.4358974358974359,0.6923076923076923,0.20512820512820512,1.282051282051282,0.25641025641025644,0.8333333333333334,0.6666666666666666,0.5512820512820512,0.7307692307692307,0.6025641025641025,0.9871794871794872,0.91025641025641,0.21794871794871795,1.1410256410256407,0.5128205128205129,0.038461538461538464,0.4487179487179487,0.8461538461538461,0.8846153846153845,0.21794871794871795
ONCOGENIC_RB_P107_DN.V1_UP,0.34356,treatment_naive,False,0.75,0.25,2.75,0.0,0.25,0.0,1.25,0.25,0.0,0.25,10.25,0.0,5.5,0.25,0.75,2.25,0.25,1.5,1.0,1.7500000000000002,0.0,1.7500000000000002,0.0,0.0,3.25,0.0,1.0,0.0
ONCOGENIC_RB_P130_DN.V1_DN,0.04152,anti_PD1,False,0.6716417910447761,0.4626865671641791,0.13432835820895522,1.164179104477612,0.14925373134328354,1.4029850746268655,1.0298507462686566,0.5522388059701492,0.9104477611940298,0.8358208955223881,0.7910447761194029,1.4925373134328357,0.10447761194029853,1.0298507462686566,1.0298507462686566,0.1791044776119403,0.8358208955223881,1.0149253731343284,1.1194029850746268,1.2238805970149251,0.5373134328358209,0.8955223880597014,0.7014925373134328,0.4477611940298507,0.6567164179104478,1.3582089552238803,0.8955223880597014,0.8656716417910446
ONCOGENIC_RB_P130_DN.V1_UP,0.64813,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_DN,0.06154,anti_PD1,False,0.01754385964912281,1.3157894736842106,0.5263157894736842,0.7719298245614036,1.1929824561403508,1.087719298245614,0.6842105263157896,0.6140350877192983,0.9824561403508774,0.6842105263157896,0.6315789473684211,0.01754385964912281,1.7192982456140349,0.33333333333333337,1.2456140350877194,0.9824561403508774,1.2807017543859651,1.3508771929824563,0.12280701754385967,1.0,0.5087719298245614,0.3508771929824562,0.7543859649122807,0.368421052631579,1.5263157894736843,0.5087719298245614,0.2807017543859649,1.2631578947368425
ONCOGENIC_RELA_DN.V1_UP,0.7147899999999999,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_DN,0.33021999999999996,treatment_naive,False,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_RPS14_DN.V1_UP,0.30496999999999996,anti_PD1,False,0.0,4.0,0.0,0.5,0.0,3.5000000000000004,0.5,3.0,0.5,1.0,0.0,9.5,3.5000000000000004,0.0,4.0,0.0,1.0,8.5,0.0,0.0,27.0,5.5,0.0,0.0,0.5,17.0,1.0,1.0
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.54466,anti_PD1,False,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.8231200000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.030330000000000003,anti_PD1,False,0.5909090909090909,0.4318181818181818,0.4659090909090909,0.6931818181818181,0.18181818181818185,1.1363636363636365,0.09090909090909093,1.0,0.2954545454545455,1.1136363636363635,0.8863636363636364,1.1363636363636365,0.2840909090909091,0.8295454545454545,1.0454545454545454,0.14772727272727273,0.875,0.943181818181818,0.9886363636363636,0.8636363636363636,0.4545454545454546,0.7386363636363636,1.056818181818182,0.13636363636363635,0.3636363636363637,1.1022727272727273,0.7840909090909091,0.3295454545454545
ONCOGENIC_SNF5_DN.V1_DN,0.42263999999999996,anti_PD1,False,0.0,0.0,0.0,10.0,0.5,2.5,0.0,2.0,0.0,0.5,0.0,22.0,1.0,0.5,1.0,0.5,1.5,4.5,0.5,0.0,8.5,6.5,0.0,0.0,4.5,0.0,0.0,2.0
ONCOGENIC_SNF5_DN.V1_UP,0.20042000000000001,anti_PD1,False,0.0,0.4545454545454546,0.0,1.4545454545454546,0.0,4.090909090909091,0.2727272727272727,0.18181818181818185,1.0,0.9090909090909092,0.18181818181818185,8.181818181818182,0.09090909090909093,1.9090909090909092,1.5454545454545456,0.0,4.818181818181818,0.4545454545454546,0.18181818181818185,1.3636363636363635,0.4545454545454546,0.0,3.0,1.0,0.9090909090909092,3.0,0.18181818181818185,1.272727272727273
ONCOGENIC_SRC_UP.V1_DN,0.91648,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_UP,0.59658,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_STK33_DN,0.48428999999999994,treatment_naive,False,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_DN,0.23318000000000003,treatment_naive,False,2.0,1.0,19.0,0.0,4.0,10.0,25.0,0.0,8.0,5.0,30.0,0.0,25.0,6.0,2.0,6.0,0.0,5.0,7.000000000000001,34.0,0.0,13.0,0.0,0.0,5.0,1.0,18.0,0.0
ONCOGENIC_STK33_NOMO_UP,0.7461,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_STK33_SKM_DN,0.22444,treatment_naive,False,4.111111111111112,0.0,2.1111111111111107,0.22222222222222224,1.5555555555555558,0.3333333333333333,2.6666666666666665,0.0,3.111111111111112,0.4444444444444445,1.6666666666666667,0.0,0.4444444444444445,2.333333333333333,0.0,1.4444444444444446,0.0,0.11111111111111112,2.8888888888888893,7.444444444444445,0.0,0.4444444444444445,0.22222222222222224,0.6666666666666666,2.5555555555555562,0.0,1.4444444444444446,0.0
ONCOGENIC_STK33_SKM_UP,0.48226,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_STK33_UP,0.72877,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_DN,0.56808,treatment_naive,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_TBK1.DF_UP,0.5856,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DN.48HRS_DN,0.041280000000000004,anti_PD1,False,0.5873015873015873,0.25396825396825395,0.15873015873015875,0.984126984126984,0.3333333333333333,1.3492063492063493,1.111111111111111,0.2380952380952381,0.5079365079365079,0.8888888888888891,0.8571428571428572,1.5873015873015872,0.0,1.0158730158730158,0.984126984126984,0.3650793650793651,0.8253968253968255,0.6666666666666666,1.3492063492063493,1.4603174603174605,0.047619047619047616,0.7460317460317459,1.0158730158730158,0.3333333333333333,0.4285714285714286,1.3650793650793651,1.1746031746031746,0.11111111111111112
ONCOGENIC_TBK1.DN.48HRS_UP,0.88766,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_DN,0.01888,treatment_naive,False,1.5396825396825395,0.06349206349206349,0.8730158730158731,1.26984126984127,1.5714285714285714,0.6507936507936507,1.2222222222222223,0.6507936507936507,1.3492063492063493,1.0158730158730158,1.3650793650793651,0.047619047619047616,1.3015873015873014,0.8730158730158731,0.8571428571428572,1.5396825396825395,0.19047619047619047,1.0634920634920637,1.3174603174603174,1.5555555555555556,0.15873015873015875,1.2539682539682542,0.8571428571428572,0.015873015873015872,1.238095238095238,0.5079365079365079,1.5555555555555556,0.031746031746031744
ONCOGENIC_TGFB_UP.V1_UP,0.50278,anti_PD1,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_DN,0.56266,treatment_naive,False,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_VEGF_A_UP.V1_UP,0.53084,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
ONCOGENIC_WNT_UP.V1_DN,0.64431,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_UP,0.82904,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_DN,0.6032,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_YAP1_UP,0.46536000000000005,treatment_naive,False,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,4.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,6.5,0.0,0.0,0.0
